"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"102",114.299999,118.879997,113.529995,118.769995,369611200,15.617999
"103",120.069998,122.170006,119.539999,121.189997,324266600,15.936224
"104",121.099995,121.189997,118.289997,118.4,221315500,15.569346
"105",118.630005,121.729996,117.900002,121.33,221668300,15.954634
"106",121.410002,122.690004,120.499994,122.670004,230196400,16.130842
"107",122.299995,124.049995,121.950001,123.639999,278060300,16.258394
"108",124.990004,127.609997,123.190002,124.069996,478769900,16.314938
"109",125.819996,125.829996,122.289995,124.490005,310420600,16.370168
"110",126,126.150003,119.539999,120.190001,468564600,15.804727
"111",119.349995,121.709995,118.309998,120.380005,356641600,15.829712
"112",121.149996,121.189997,115.399998,117.500006,430338300,15.450998
"113",117.199999,119.449997,116.419994,118.749994,243316500,15.615369
"114",120.619997,120.669998,119.860006,120.499994,202804700,15.84549
"115",123.280005,125.179995,122.540001,125.090006,227651200,16.449067
"116",124.689997,125.010004,122.909996,123.66,235756500,16.261024
"117",123.870005,124.659996,121.500004,121.550005,224378000,15.983564
"118",121.699995,124.290001,120.719999,123.900005,216761300,16.292584
"119",123.850004,124.450005,122.379997,122.999998,157969000,16.174235
"120",124.189999,125.090006,121.059994,122.339996,241350900,16.087447
"121",123.979994,123.999994,118.719994,119.650002,336251300,15.733718
"122",120.609997,122.040003,119.260006,121.889999,243674200,16.028273
"123",122.359997,122.49,119.999996,120.559996,209535900,15.85338
"124",121.970001,123.999994,121.089994,122.040003,284460400,16.047998
"125",121.049994,122.090004,119.299994,121.259998,248715600,15.945429
"126",122.000002,127.400005,121.500004,127.17,290620400,16.722582
"127",128.799997,132.969999,128.689995,132.749994,363262900,17.456339
"128",133.130003,133.339994,130.399994,132.299997,218673700,17.397165
"129",132.379999,132.899998,129.180006,130.330006,248955000,17.138116
"130",128.879999,134.499994,128.809998,132.349998,313751900,17.40374
"131",132.070005,133.700003,131.310001,132.389999,205443000,17.409
"132",133.850006,134.240002,132.389999,134.069998,176152200,17.629917
"133",135.030006,137.850004,134.519995,137.730001,226901500,18.111199
"134",138.390003,139.98,137.499996,138.099997,234028200,18.159853
"135",138.300001,139.600004,137.499996,138.910002,177489900,18.266367
"136",138.189999,138.440004,136.040003,138.119997,189214200,18.162483
"137",140.299994,140.810005,139.650005,140,183222900,18.409699
"138",141.649998,144.180002,140,143.750006,291943400,18.902817
"139",143.309996,145.219999,140.929995,143.700005,259122500,18.896242
"140",138.880001,140.999996,134.15,134.890003,448823200,17.737746
"141",137.350006,138.360003,135.000006,137.260004,374045700,18.049396
"142",145.910002,148.499994,136.959997,146.000004,546657300,19.198687
"143",146.189995,148.920004,143.780006,143.849995,290274600,18.915965
"144",144.330006,145.450005,139.570004,141.430006,276747100,18.597742
"145",142.970001,143.48,131.520006,131.759998,440598200,17.326157
"146",133.640001,135.380001,127.77,135.000006,437539200,17.752211
"147",136.650003,136.959997,134.15,136.49,213161200,17.948142
"148",135.259998,135.950001,131.500006,131.85,169796900,17.337992
"149",132.899998,135.269999,128.299999,135.249998,231292600,17.785084
"150",134.940004,137.240004,132.630005,135.030006,237484100,17.756156
"151",136.760006,136.859995,132.000004,134.009996,202024200,17.622027
"152",131.109997,133,125.090006,126.389996,281348900,16.620013
"153",123.120001,127.75,120.300003,125.000004,352687300,16.437232
"154",128.32,129.349997,126.499998,127.790001,188227900,16.804111
"155",128.289999,128.299999,123.710001,124.029995,184751700,16.309678
"156",122.740005,124.860001,119.650002,119.899994,248213000,15.766592
"157",117.009995,118.500002,111.619998,117.049995,466672500,15.391823
"158",122.010002,123.499996,119.820005,122.060003,298765600,16.050628
"159",123.959993,124.500006,120.499994,122.219994,200829300,16.071667
"160",122.209993,128.960001,121.000006,127.569996,325761800,16.77518
"161",131.219999,132.749994,130.330006,132.510002,265441400,17.424781
"162",133.090002,133.339994,129.760006,131.069996,216709500,17.235423
"163",130.529997,135.370001,129.809994,135.299999,227958500,17.791659
"164",133.389996,134.659998,132.100006,132.249996,176859900,17.39059
"165",130.989994,132.41,126.630001,126.820005,294841400,16.676558
"166",129.879995,134.18,129.540001,134.079998,291715200,17.631232
"167",132.670006,138.25,132.299997,136.249994,358895600,17.916582
"168",139.490002,139.650005,137.409994,138.480005,219221800,18.209823
"169",139.939999,145.729998,139.839996,144.160002,329210700,18.95673
"170",144.969994,145.84,136.100004,136.760006,582055600,17.983647
"171",135.560005,137.569998,132.709993,135.010006,475315400,17.753526
"172",132.010004,132.299997,129.999998,131.769999,357644000,17.327472
"173",136.989998,138.039995,133.949995,136.710005,371959700,17.977072
"174",137.900005,138.300001,133.750004,135.490004,242971400,17.816644
"175",135.990002,139.4,135.749996,136.849995,255692500,17.99548
"176",138.83,139.000004,136.650003,137.200003,164040800,18.041506
"177",136.570002,138.980003,136.200006,138.809999,151830000,18.253217
"178",138.990004,140.59,137.599998,138.410004,198342900,18.200618
"179",139.060005,142.849998,137.830004,140.919994,266022400,18.530676
"180",143.020002,143.160006,139.4,140.770004,256720100,18.510953
"181",140.150003,141.790001,139.319998,140.309994,172960200,18.450463
"182",141.139999,144.65,140.309994,144.150002,284720100,18.955415
"183",146.729994,149.849998,146.650005,148.280003,263040400,19.498502
"184",146.839996,153.219995,146.819996,153.179995,298137700,20.14284
"185",154.469997,154.999996,151.250004,152.769999,243817000,20.088927
"186",153.769995,154.519999,152.320002,154.499998,164549700,20.316418
"187",153.440001,154.6,152.749998,153.470001,153775300,20.180975
"188",154.630001,157.409998,152.930002,156.34,209267100,20.558374
"189",156.550005,158.589998,155.890003,158.449995,198017400,20.835834
"190",157.780006,159.179998,157.010002,157.919996,173129600,20.76614
"191",157.999998,158.08,153.500002,156.239998,164239600,20.545224
"192",158.370007,161.58,157.700005,161.449997,235867800,21.230328
"193",163.490004,167.909998,162.970005,167.909998,208982200,22.079804
"194",170.199997,171.110004,166.679996,167.859997,276071600,22.073229
"195",167.550003,167.879997,165.599998,166.789999,166897500,21.932527
"196",169.489994,171.879995,153.209995,162.230001,410998000,21.332897
"197",163.010006,167.279997,161.800005,167.249996,247044000,21.993015
"198",167.98,169.569996,163.500004,166.980003,269482500,21.957512
"199",165.539997,170.179996,165.150002,169.579996,266957600,22.299405
"200",172.690001,173.039995,169.18,172.750002,281903300,22.716254
"201",171.5,174.189995,171.050003,173.500006,205919000,22.814878
"202",174.239996,174.630005,170.000006,170.420002,322945000,22.409864
"203",170.35,174.899998,169.960005,174.359999,412374900,22.927965
"204",188.560003,188.600004,182.760004,186.160002,448791000,24.47964
"205",185.809994,187.209999,179.240004,185.929996,322120400,24.449395
"206",184.869999,185.899996,181.660006,182.780005,243400500,24.035178
"207",185.289995,185.369997,182.879993,184.699995,176719200,24.287653
"208",185.449999,186.589998,184.699995,185.090004,135138500,24.338938
"209",186.180002,189.369995,184.729996,186.999994,234853500,24.590097
"210",187.629995,190.119999,184.950001,189.949995,208327700,24.978016
"211",188.600004,190.099998,179.999994,187.440004,201259100,24.647958
"212",189.210005,189.439997,183.489994,187.870001,250528600,24.704501
"213",185.289995,188.959999,184.239998,186.180002,201044200,24.48227
"214",187.049995,192.000002,185.269995,191.789997,238681800,25.219973
"215",190.609997,192.680004,186.130001,186.300005,248581900,24.49805
"216",186.67,186.900005,167.769995,175.469997,472594500,23.073928
"217",171.150005,175.120003,165.210003,165.370007,381595200,21.745801
"218",165.280005,167.700006,150.630003,153.759995,442266300,20.219109
"219",160.849997,170.980001,153.759995,169.960005,434861700,22.349375
"220",177.159996,177.570005,163.739996,166.109997,362292000,21.843108
"221",166.390003,169.589996,160.299997,164.299995,371852600,21.605096
"222",165.300005,167.020004,159.330002,166.390003,345873500,21.879928
"223",166.099997,168.200005,162.099998,163.950001,288607200,21.559073
"224",165.67,171.790007,163.530005,168.850006,385910700,22.203413
"225",165.840004,172.350006,164.670004,168.459997,304452400,22.152128
"226",171.999998,172.049999,169.75,171.540001,116439400,22.557142
"227",173.589994,177.269999,172.350006,172.539997,326438700,22.688639
"228",175.220005,175.790005,170.010006,174.809996,329257600,22.987139
"229",176.820002,180.599995,175.349995,180.219999,287728000,23.698543
"230",179.429995,185.170006,179.150002,184.289999,262731700,24.233739
"231",187.340002,187.699997,179.700001,182.220005,296950500,23.961539
"232",181.859997,184.139996,177.699995,178.859995,240367400,23.519705
"233",177.149996,180.900002,176.990005,179.810003,193449900,23.644629
"234",182.889994,185.999998,182.409996,185.5,223100500,24.392851
"235",186.190002,190.099998,186.120001,189.949995,224952700,24.978016
"236",190.539995,194.990004,188.040005,194.300001,266516600,25.550033
"237",193.589998,195.660006,192.690004,194.209999,180594400,25.538198
"238",194.749998,196.830006,187.390003,188.540003,277731300,24.792605
"239",193.439995,194.480005,185.760006,190.860003,306415200,25.09768
"240",190.190001,192.120005,187.82,191.829998,216154400,25.225233
"241",190.370005,193.200003,189.539999,190.390005,168578200,25.035877
"242",190.719999,192.650003,182.979996,184.400002,256173400,24.248204
"243",186.519997,187.330002,178.600002,182.979996,305650800,24.061476
"244",182.979996,184.639994,180.900002,183.119999,206869600,24.079886
"245",185.429998,187.83,183.330004,187.209999,193514300,24.617713
"246",190.119999,193.910006,189.889994,193.910006,248490200,25.498749
"247",195.030005,199.329996,194.789999,198.799997,120050700,26.141773
"248",199.010002,200.959993,196.820005,198.950001,175933100,26.161498
"249",198.950001,202.959999,197.800001,198.570005,198881900,26.111529
"250",200.589998,201.559994,196.879993,199.829994,174911800,26.277215
"251",199.5,200.499996,197.75,198.079994,134833300,26.047094
"252",199.269995,200.260004,192.550001,194.84,269794700,25.621041
"253",195.41,197.390005,192.690004,194.930002,210516600,25.632876
"254",191.450003,192.999998,178.889996,180.049995,363958000,23.676188
"255",181.249996,183.599997,170.229998,177.639994,518048300,23.359277
"256",180.139997,182.459997,170.799997,171.249994,380954000,22.519006
"257",171.299995,179.499996,168.299994,179.399994,453470500,23.590714
"258",177.580006,181.000004,175.409996,178.020002,370743800,23.409248
"259",175.999996,177.849998,170.000006,172.690001,308071400,22.708364
"260",177.520004,179.419994,175.170004,178.780006,275112600,23.509187
"261",177.719995,179.220003,164.660004,169.039997,585819500,22.228396
"262",165.230003,169.009996,156.699995,159.639996,553461300,20.992316
"263",161.509998,165.360006,158.419994,160.889997,439464900,21.156689
"264",161.710003,165.750002,159.609995,161.359995,431085900,21.218493
"265",148.059998,159.980003,146.000004,155.639997,608688500,20.466325
"266",136.190006,140,126.140003,139.070005,843242400,18.287407
"267",139.99,140.700003,132.010004,135.600006,501466700,17.831109
"268",138.990004,139.090006,129.610003,130.009998,388684800,17.096035
"269",128.159996,133.200005,126.449997,130.009998,368711000,17.096035
"270",131.149998,132.789995,129.050003,131.540007,274995700,17.297228
"271",131.370003,135.450003,129.999998,132.179995,310762900,17.381385
"272",129.449999,136.650003,129.399998,135.360001,336418600,17.799549
"273",136.239994,136.590002,132.179995,133.750004,252686000,17.587838
"274",134.210001,135.9,131.420004,131.649996,224808500,17.311692
"275",130.429995,133.999996,128.9,129.359997,285260500,17.010562
"276",130.830004,131.920002,121.769997,122.000002,393318100,16.042738
"277",119.969995,124.779999,117.27,121.239998,520832900,15.942799
"278",122.080004,125.700006,121.600006,125.480001,338993200,16.500351
"279",128.010006,129.979998,127.200001,129.449999,300358100,17.022397
"280",130.700001,130.999994,123.619999,124.860001,306495000,16.418822
"281",126.680002,129.780006,125.630005,129.399998,242133500,17.015822
"282",129.399998,130.800003,127.009996,127.459993,238524300,16.760715
"283",126.270006,127.079998,124.059996,124.629995,225325100,16.388577
"284",125.99,126.750004,121.440002,122.180006,251261500,16.066408
"285",122.200006,124.599995,121.679995,123.820004,241859800,16.282064
"286",126.050001,126.469997,120.860003,121.540005,234528700,15.982249
"287",122.48,122.51,115.869995,119.459997,382469500,15.708733
"288",118.590004,120.17,116.66,119.740004,314193600,15.745553
"289",117.639996,121.089994,115.439999,119.150003,376222000,15.667969
"290",118.229996,123.049999,118.090006,122.959997,368784500,16.168975
"291",127.200001,132.199995,125.769995,129.909996,404563600,17.082885
"292",129.289995,130.210003,124.799999,125.020004,313870200,16.439862
"293",124.440004,125.98,118.000004,121.729996,398260800,16.007233
"294",121.990002,124.880001,120.400005,124.619995,446345900,16.387262
"295",123.579998,125.139994,122.249994,124.490005,305459000,16.370168
"296",124.609995,127.499994,120.810001,120.930004,368424700,15.902036
"297",120.410006,122.979998,119.050001,122.249994,307615700,16.075612
"298",121.980001,123.459995,119.369995,119.690002,249897200,15.738978
"299",124.099997,127.479994,122.000002,127.350004,290985800,16.746252
"300",127.039997,128.679995,125.169994,126.030001,264907300,16.572674
"301",124.099997,129.5,122.999998,127.940004,315525700,16.823836
"302",129.879995,130.300005,124.199999,126.610001,289160200,16.648943
"303",122.550001,128.590006,122.550001,126.730003,268149700,16.664723
"304",129.180006,133,128.669994,132.819996,301280000,17.465544
"305",133.120003,134.290003,129.670004,129.670004,252634200,17.051327
"306",131.119997,133.290007,129.180006,133.270006,227196900,17.524719
"307",134.009996,140.850006,133.640001,139.530003,266730100,18.347896
"308",139.959999,143.100004,137.330006,140.979996,263097800,18.538567
"309",140.870007,145.739998,140.640001,145.059996,295521100,19.075078
"310",144.950006,145.310001,139.99,140.250006,249957400,18.442574
"311",141.800001,144.65,141.599997,143.010002,178652600,18.805508
"312",143.269995,145.709997,142.520004,143.5,192016300,18.869942
"313",146.299997,149.659994,143.610003,149.530005,258141800,19.662874
"314",148.780001,151.200003,145.85,147.489998,261242100,19.394618
"315",147.060001,153.630005,147,151.609999,262892000,19.936389
"316",152.189999,154.710003,150.750006,153.080006,213604300,20.129692
"317",156.129995,159.689997,155.109999,155.890003,289581600,20.4992
"318",153.550003,156.450003,152.320002,152.84,253573600,20.098132
"319",153.309998,153.889997,150.459999,151.439995,218349600,19.914034
"320",151.130001,155.420006,150.600002,154.549999,238940800,20.322993
"321",152.719997,153.299997,146.4,147.140003,302519000,19.348594
"322",146.769995,149.249998,144.539997,147.780005,211271900,19.432753
"323",149.400002,149.719995,145.719997,148.380005,174509300,19.511652
"324",151.720001,154.100002,150.620003,153.700006,198943500,20.211221
"325",154.170004,156.000006,153.349998,154.489998,176066800,20.315103
"326",159.119997,162.260002,158.379993,161.040001,256691400,21.176414
"327",162.210001,168.499998,161.760004,168.160004,259788200,22.112679
"328",167.4,168,158.09,160.199995,359893100,21.065955
"329",164.050003,164.839994,161.080002,162.890003,376047700,21.419685
"330",165.340006,169.980005,159.189999,168.939995,424016600,22.215246
"331",170.699995,171.100004,166.420004,169.73,248118500,22.31913
"332",169.75,173.749998,169.129999,172.240004,196803600,22.64919
"333",171.110004,175.660002,170.249998,175.050001,230869100,23.018699
"334",176.190001,179.999994,172.920006,173.950003,284881100,22.874052
"335",174.959999,179.999994,174.859997,179.999994,225894200,23.669613
"336",180.189999,181.919998,178.550001,180.940002,251520500,23.793222
"337",181.919998,185.309996,181.050005,184.729996,213639300,24.291598
"338",184.659994,187.119997,182.180004,186.66,229717600,24.545389
"339",186.049999,188.199995,180.540007,182.59,289283400,24.010193
"340",183.77,186.499996,183.069998,185.060003,224771400,24.334993
"341",183.16,184.249998,181.369999,183.450006,168268100,24.123282
"342",185.209993,188.869997,182.850006,188.159994,204640800,24.742635
"343",188.610004,191.450003,187.860001,189.959995,205809100,24.979331
"344",191.229998,192.239994,185.570002,186.260004,229205900,24.49279
"345",186.810003,189.899994,184.199997,189.730003,218302000,24.949088
"346",190.109999,190.300003,186.999994,187.619995,191442300,24.671626
"347",187.860001,188.690006,181.299997,183.599997,236455100,24.143005
"348",181.819996,186.160002,180.119997,185.899996,242462500,24.44545
"349",185.670004,187.950003,176.250002,178.190006,289414300,23.431603
"350",179.260004,181.329998,171.999998,177.049994,301683900,23.281694
"351",180.769999,181.99,177.799997,181.169994,226729300,23.823465
"352",182.750004,186.429995,181.839996,186.429995,197476300,24.515144
"353",187.410004,187.950003,183.719999,187.009995,185994900,24.591412
"354",186.760002,188.199995,185.5,186.690001,161796600,24.549334
"355",187.450005,189.539999,187.380003,188.749994,152546100,24.820219
"356",188.600004,189.650002,184.530005,186.1,169960000,24.47175
"357",186.860004,188.199995,182.339994,185.369997,187630100,24.375756
"358",184.020006,187.089996,183.230001,185.190006,181745900,24.352088
"359",186.340006,189.840006,185.700005,189.429996,188861400,24.909638
"360",188.000004,189.949995,185.550001,185.640003,241605700,24.411262
"361",184.789997,184.940001,175.750004,181.610004,472098200,23.881325
"362",180.510006,186.780003,179.019999,185.640003,285235300,24.411262
"363",184.34,185.999998,179.589998,180.809999,240387700,23.776126
"364",181.490002,182.6,171.200006,173.26,327083400,22.783318
"365",171.640003,174.159994,165.310005,172.370007,336489300,22.666286
"366",171.299995,177.9,169.069998,176.840002,262932600,23.25408
"367",178.100004,181.99,177.410002,181.43,224914200,23.857655
"368",181.120007,182.200005,177.35,178.750006,202867000,23.505242
"369",178.550001,182.339994,176.800001,180.900002,197987300,23.787962
"370",179.350006,181.000004,175,175.270006,222091800,23.047629
"371",174.739994,175.879993,171.560001,173.159998,161445200,22.770168
"372",172.370007,175.780005,171.630003,173.25,155486800,22.782003
"373",174.610004,178.829994,173.880001,177.390001,161112700,23.326404
"374",174.070005,174.839996,168.01,168.260006,217402500,22.125829
"375",166.510006,170.570005,164.150005,170.089994,260562400,22.366469
"376",170.189997,171.999998,166.619995,167.440001,171049200,22.018
"377",164.229994,174.719994,164.000002,174.680006,277820200,22.970045
"378",175.200005,177.450003,168.180004,168.180004,209379800,22.115309
"379",169.589996,172.170002,165.750002,170.119995,130840500,22.370414
"380",173.159998,177.129995,171.899996,175.160004,205097900,23.033164
"381",175.399996,179.700001,172.740002,179.549997,222087600,23.610439
"382",180.199999,180.910002,174.139994,174.249996,223944000,22.9135
"383",174.919998,177.34,171.369997,176.629997,210172200,23.226465
"384",175.469997,177.109995,171.000002,172.579998,232502900,22.693899
"385",179.240004,179.300005,173.079996,173.880001,221513600,22.864847
"386",172.479996,173.739998,166.390003,169.639997,260010800,22.307295
"387",170.199997,172.930006,168.6,172.810003,186947600,22.724144
"388",174.100006,174.98,171.389997,171.809994,189381500,22.592645
"389",168.519999,169.649998,164.999998,165.150002,217103600,21.71687
"390",166.900002,167.500002,161.120003,166.290001,340117400,21.866778
"391",149.000006,162.76,146.530003,162.019997,469898100,21.305281
"392",164.989998,168.369995,161.559999,166.26,265442100,21.862833
"393",164.319996,165.260004,158.449995,159.029995,209904800,20.912103
"394",160.4,163.000006,158.65,162.119999,158409300,21.318432
"395",162.340004,162.469994,154.02,154.399996,195178200,20.303268
"396",155.410006,159.450005,153.650005,157.080004,171017700,20.655683
"397",157.780006,160.490002,156.079994,159.880001,181295800,21.023877
"398",157.540001,162.200001,156.980001,158.950006,159374600,20.901584
"399",159.900002,159.990004,155.75,156.659994,136159800,20.600453
"400",156.600006,157.899996,152.910002,153.229996,148131900,20.149415
"401",155.420006,160.799995,154.820005,160.640005,172092900,21.123816
"402",159.970003,167.4,157.999998,164.190006,197852200,21.590633
"403",162.709999,166.149998,161.499998,163.570005,168093100,21.509104
"404",163.859999,169.649998,163.749996,169.549995,178499300,22.29546
"405",170.069994,176.499994,169.669998,173.559994,222826100,22.822766
"406",173.520006,179.290005,173.510006,176.73,209069700,23.239615
"407",177.980001,179.999994,175.899994,179.300005,210586600,23.577565
"408",178.329996,180.450005,177.839998,179.320005,177825200,23.580195
"409",179.039999,179.750002,175.050001,175.740004,177062900,23.109433
"410",175.57,177.809998,173.82,175.389996,138003600,23.063408
"411",174.540003,177.069994,171.809994,173.530006,154051100,22.818823
"412",174.769995,176.940004,173.609995,175.840006,126737800,23.122583
"413",174.470001,175.449997,171.889996,174.289997,134936200,22.91876
"414",175.820005,177.500004,175.57,176.790001,109902800,23.247505
"415",176.15,176.230001,171.660004,172.549997,121106300,22.689954
"416",172.760002,174.879997,172.609999,173.639996,111387500,22.833286
"417",173.310001,175.760004,172.190002,174.670006,119445200,22.96873
"418",175.280006,176.250002,172.750002,173.739998,107846200,22.846436
"419",172.959993,173.500006,169.039997,169.529995,149822400,22.29283
"420",172.399994,173.500006,164.999998,166.189999,195190800,21.853628
"421",166.84,168.680002,164.000002,166.960003,183708700,21.954882
"422",165.860004,167.909998,160.809996,161.220005,185846500,21.200084
"423",158.589998,162.400005,157.650003,160.179995,196721000,21.063325
"424",164.570002,164.889996,151.459995,157.919996,261494800,20.76614
"425",156.859999,159.960003,149.789997,151.68,311256400,19.945594
"426",152.320002,154.989996,148.800001,151.609999,243285700,19.936389
"427",148.18,152.990004,146.000004,152.649996,242783800,20.073146
"428",150.909996,150.909996,146.500002,148.940004,198256800,19.585291
"429",142.030006,147.690002,140.359995,140.359995,230158600,18.457038
"430",133.860006,142.500004,132.149994,139.879997,299959100,18.393919
"431",138.490005,138.510006,127.830002,127.830002,300113800,16.809371
"432",130.569998,135.430002,120.679998,134.089998,419063400,17.632547
"433",142.600006,144.200003,136.309996,140.909994,357718900,18.529361
"434",139.939999,140.250006,130.66,131.049995,214178300,17.232793
"435",131.85,135.799997,126.660002,126.840006,320091100,16.679188
"436",127.270002,130.950006,125.149994,128.709995,261753800,16.925088
"437",129.799994,134.790001,128.520004,131.930002,251511400,17.348512
"438",124.910002,129.799994,122.999998,128.239998,281612800,16.863284
"439",119.620001,119.680002,100.589999,105.259999,655514300,13.841464
"440",108.250001,115.000002,106.300003,113.659998,406670600,14.946046
